"tract","Name","Household_Income_Stayed_in_Commuting_Zone_rP_gP_pall"
34017005200,"Greenville, Jersey City, NJ",33533
36081060800,"Queens County, NY",33523
36005039400,"Bronx County, NY",33502
36047007800,"Kings County, NY",33496
36047087800,"Kings County, NY",33496
36047120000,"Kings County, NY",33494
36005021900,"Bronx County, NY",33491
36005040701,"Bronx County, NY",33490
36081038400,"Queens County, NY",33488
36047038200,"Kings County, NY",33486
36081051800,"Queens County, NY",33468
36005003100,"Bronx County, NY",33445
36047092200,"Kings County, NY",33444
36081020200,"Queens County, NY",33439
36047082800,"Kings County, NY",33409
36081053601,"Queens County, NY",33406
34031182100,"Paterson, NJ",33396
36047116400,"Kings County, NY",33393
36081079000,"Queens County, NY",33384
36061001002,"Lower Manhattan, New York, NY",33380
36047080400,"Kings County, NY",33379
36047109800,"Kings County, NY",33357
36047039300,"Kings County, NY",33325
36047086200,"Kings County, NY",33323
36047085600,"Kings County, NY",33319
36047115800,"Kings County, NY",33318
36081028200,"Queens County, NY",33303
34039039800,"Elizabeth, NJ",33294
36081015200,"Queens County, NY",33287
36047087000,"Kings County, NY",33284
34031182000,"Paterson, NJ",33277
36081061000,"Queens County, NY",33277
34017006000,"Greenville, Jersey City, NJ",33273
36081069000,"Queens County, NY",33255
36047114600,"Kings County, NY",33234
36047117400,"Kings County, NY",33232
36081033000,"Queens County, NY",33231
36005039000,"Bronx County, NY",33223
36081033401,"Queens County, NY",33196
34017003000,"McGinley Square, Jersey City, NJ",33183
36047087401,"Kings County, NY",33181
36005021002,"Bronx County, NY",33177
36047093800,"Kings County, NY",33175
36047049300,"Kings County, NY",33130
36047098600,"Kings County, NY",33128
36005040600,"Bronx County, NY",33107
36005042100,"Bronx County, NY",33102
36059406701,"Hempstead, NY",33101
36119006400,"New Rochelle, NY",33097
36005026500,"Bronx County, NY",33097
36081050400,"Queens County, NY",33097
36059407101,"Hempstead, NY",33092
34017001701,"West Side, Jersey City, NJ",33074
36005021001,"Bronx County, NY",33064
36061011500,"Hell's Kitchen, New York, NY",33021
36047117000,"Kings County, NY",33020
36081062200,"Queens County, NY",32994
36047082600,"Kings County, NY",32989
36081050000,"Queens County, NY",32987
36005040303,"Bronx County, NY",32977
36047119600,"Kings County, NY",32949
36059406202,"West Hempstead, NY",32947
36047019500,"Kings County, NY",32941
36059304203,"Westbury, NY",32935
36081037900,"Queens County, NY",32931
34023004600,"Perth Amboy, NJ",32908
36047081600,"Kings County, NY",32906
36005001600,"Bronx County, NY",32892
36047043700,"Kings County, NY",32885
34013012100,"Irvington, NJ",32878
36081036500,"Queens County, NY",32868
36061025300,"Upper Manhattan, New York, NY",32867
36061002601,"Alphabet City, New York, NY",32855
36005043100,"Bronx County, NY",32849
36061013500,"Hell's Kitchen, New York, NY",32845
36005020601,"Bronx County, NY",32844
36005006300,"Bronx County, NY",32799
36047041900,"Kings County, NY",32792
36047090200,"Kings County, NY",32788
36119003400,"South Side, Mount Vernon, NY",32777
36061030900,"West Bronx, New York, NY",32761
36081020400,"Queens County, NY",32751
36081040500,"Queens County, NY",32740
36005027300,"Bronx County, NY",32731
34031182600,"Paterson, NJ",32727
36005022101,"Bronx County, NY",32721
36047021900,"Kings County, NY",32717
36047094401,"Kings County, NY",32711
36047112000,"Kings County, NY",32691
36047028501,"Kings County, NY",32690
36061026500,"Hudson Heights, New York, NY",32684
36005046202,"Bronx County, NY",32683
36047020100,"Kings County, NY",32651
36081061400,"Queens County, NY",32649
36061026300,"Upper Manhattan, New York, NY",32641
36047120800,"Kings County, NY",32636
36005039200,"Bronx County, NY",32631
36081087100,"Queens County, NY",32628
36047024300,"Kings County, NY",32613
36047033000,"Kings County, NY",32611
36061019800,"East Harlem, New York, NY",32539
36047084000,"Kings County, NY",32535
36047055100,"Kings County, NY",32529
36047093600,"Kings County, NY",32502
36119003500,"North Side, Mount Vernon, NY",32493
36061027700,"Upper Manhattan, New York, NY",32470
36047077000,"Kings County, NY",32456
36081032000,"Queens County, NY",32451
36081037300,"Queens County, NY",32418
36047119800,"Kings County, NY",32416
36047013100,"Kings County, NY",32376
34031182400,"Paterson, NJ",32371
36047021700,"Kings County, NY",32338
36005040800,"Bronx County, NY",32335
36081036100,"Queens County, NY",32316
36081099802,"Queens County, NY",32310
36047033700,"Kings County, NY",32300
36081044601,"Queens County, NY",32300
34017003500,"Downtown Jersey City, Jersey City, NJ",32297
36061019300,"Upper West Side, New York, NY",32296
36047101600,"Kings County, NY",32293
36081101001,"Queens County, NY",32290
36119002600,"South Side, Mount Vernon, NY",32289
36047023500,"Kings County, NY",32277
36005035800,"Bronx County, NY",32267
36047082000,"Kings County, NY",32242
36047051602,"Kings County, NY",32239
36005037800,"Bronx County, NY",32235
36081069400,"Queens County, NY",32234
36047052700,"Kings County, NY",32222
36081040400,"Queens County, NY",32202
36081052800,"Queens County, NY",32184
36047079400,"Kings County, NY",32175
36005037200,"Bronx County, NY",32151
36047033100,"Kings County, NY",32148
36047051200,"Kings County, NY",32070
36005038700,"Bronx County, NY",32000
36081008500,"Queens County, NY",31995
34031175401,"Passaic, NJ",31994
36047032900,"Kings County, NY",31979
36047031702,"Kings County, NY",31944
36005038600,"Bronx County, NY",31943
36047079801,"Kings County, NY",31934
34013012300,"Irvington, NJ",31921
36047084600,"Kings County, NY",31912
36005005600,"Bronx County, NY",31909
36047023200,"Kings County, NY",31904
36005039902,"Bronx County, NY",31883
36061029500,"Inwood, New York, NY",31866
36047050900,"Kings County, NY",31827
34013010000,"East Orange, NJ",31817
36081050201,"Queens County, NY",31810
36005002800,"Bronx County, NY",31795
36005019500,"Bronx County, NY",31780
36047024100,"Kings County, NY",31760
36005023100,"Bronx County, NY",31757
36047088800,"Kings County, NY",31755
36081033402,"Queens County, NY",31745
34039031400,"Elizabeth, NJ",31737
36061020701,"Upper Manhattan, New York, NY",31728
36047079000,"Kings County, NY",31717
36081094202,"Queens County, NY",31709
36059406802,"Hempstead, NY",31706
34013011700,"East Orange, NJ",31703
36081037600,"Queens County, NY",31702
36081029400,"Queens County, NY",31647
36061016800,"Upper Manhattan, New York, NY",31644
36047093400,"Kings County, NY",31613
36081062000,"Queens County, NY",31610
34013010100,"East Orange, NJ",31601
36005020502,"Bronx County, NY",31596
34031175301,"Passaic, NJ",31593
36047021500,"Kings County, NY",31585
36047083600,"Kings County, NY",31580
36081036600,"Queens County, NY",31577
36005008700,"Bronx County, NY",31575
36081036300,"Queens County, NY",31573
36005048400,"Bronx County, NY",31570
36047086800,"Kings County, NY",31568
36081019800,"Queens County, NY",31562
36061019702,"Harlem, New York, NY",31553
36047089800,"Kings County, NY",31550
36081035200,"Queens County, NY",31550
36059414400,"Freeport, NY",31546
34013011800,"East Orange, NJ",31538
36005025700,"Bronx County, NY",31533
36081019400,"Queens County, NY",31531
36059413900,"Roosevelt, NY",31515
36005015300,"Bronx County, NY",31508
36081062600,"Queens County, NY",31499
36047119400,"Kings County, NY",31493
34013017100,"Montclair, NJ",31493
36047019300,"Kings County, NY",31485
36047085800,"Kings County, NY",31472
36081053000,"Queens County, NY",31435
36047032700,"Kings County, NY",31424
34039034600,"Linden, NJ",31416
34031181800,"Paterson, NJ",31410
36005040501,"Bronx County, NY",31400
36005026900,"Bronx County, NY",31399
36047115000,"Kings County, NY",31397
36005034800,"Bronx County, NY",31392
36081040000,"Queens County, NY",31384
34013006400,"University Heights, Newark, NJ",31381
36047043500,"Kings County, NY",31375
36047079601,"Kings County, NY",31370
34031175900,"Passaic, NJ",31369
36047035100,"Kings County, NY",31367
36047088600,"Kings County, NY",31353
36047081000,"Kings County, NY",31347
36061027900,"Fort George, New York, NY",31343
36081051600,"Queens County, NY",31339
36047031900,"Kings County, NY",31329
36047114400,"Kings County, NY",31328
36081052600,"Queens County, NY",31320
34013009000,"Seventh Avenue, Newark, NJ",31316
36005021800,"Bronx County, NY",31300
36081019200,"Queens County, NY",31283
36047080200,"Kings County, NY",31266
36047018100,"Kings County, NY",31255
36005024000,"Bronx County, NY",31246
34013002202,"Upper Vailsburg, Newark, NJ",31236
36081039400,"Queens County, NY",31231
36061022500,"Harlem, New York, NY",31218
36059304204,"Westbury, NY",31192
36085031901,"Richmond County, NY",31191
36047041500,"Kings County, NY",31190
36081027000,"Queens County, NY",31188
36005040302,"Bronx County, NY",31186
34031175500,"Passaic, NJ",31158
34039039700,"Plainfield, NJ",31156
36081053500,"Queens County, NY",31149
34013012400,"Irvington, NJ",31149
36005024100,"Bronx County, NY",31128
36005038500,"Bronx County, NY",31121
36061026100,"Upper Manhattan, New York, NY",31090
36005023501,"Bronx County, NY",31083
36005005902,"Bronx County, NY",31081
34013008700,"Mount Pleasant/Lower Broadway, Newark, NJ",31077
34013006800,"Ironbound District, Newark, NJ",31066
36061028500,"Fort George, New York, NY",31062
36081050800,"Queens County, NY",31054
36047080600,"Kings County, NY",31053
36047080000,"Kings County, NY",31050
34013018700,"City of Orange, NJ",31030
36005039901,"Bronx County, NY",31025
36061026900,"Fort George, New York, NY",31012
34013002100,"Upper Vailsburg, Newark, NJ",31004
36005012500,"Bronx County, NY",30992
36047030500,"Kings County, NY",30991
36061029100,"Inwood, New York, NY",30988
36081094201,"Queens County, NY",30987
36081019000,"Queens County, NY",30952
36081018600,"Queens County, NY",30944
34013013000,"Irvington, NJ",30942
36059406801,"Hempstead, NY",30927
36005039100,"Bronx County, NY",30926
36005022000,"Bronx County, NY",30912
36061024700,"Upper Manhattan, New York, NY",30892
36119003000,"South Side, Mount Vernon, NY",30879
36085007700,"Richmond County, NY",30878
36047112200,"Kings County, NY",30877
36081051200,"Queens County, NY",30853
36047078800,"Kings County, NY",30834
36047094600,"Kings County, NY",30825
36047043300,"Kings County, NY",30820
36047088000,"Kings County, NY",30818
36081041400,"Queens County, NY",30816
36005039600,"Bronx County, NY",30812
36081068200,"Queens County, NY",30807
36081036700,"Queens County, NY",30805
36047032100,"Kings County, NY",30796
36005004800,"Bronx County, NY",30794
36081027400,"Queens County, NY",30752
36047051601,"Kings County, NY",30746
36005040100,"Bronx County, NY",30723
36005009000,"Bronx County, NY",30718
36005004300,"Bronx County, NY",30712
36081003900,"Queens County, NY",30697
36061024500,"Upper Manhattan, New York, NY",30670
36047023100,"Kings County, NY",30646
36081028400,"Queens County, NY",30641
34013012800,"Irvington, NJ",30633
36005026701,"Bronx County, NY",30613
36085002700,"Richmond County, NY",30588
36081038100,"Queens County, NY",30546
36005038000,"Bronx County, NY",30521
36061029300,"Upper Manhattan, New York, NY",30520
34013004801,"Weequahic, Newark, NJ",30503
36061002000,"Lower Manhattan, New York, NY",30502
36005005002,"Bronx County, NY",30491
36047050803,"Kings County, NY",30489
36047050804,"Kings County, NY",30488
36047114202,"Kings County, NY",30487
36005039700,"Bronx County, NY",30483
36047088200,"Kings County, NY",30480
36081026200,"Queens County, NY",30475
36047050801,"Kings County, NY",30474
36061002400,"Lower Manhattan, New York, NY",30462
36047040900,"Kings County, NY",30448
36047088400,"Kings County, NY",30428
36061024100,"Upper Manhattan, New York, NY",30426
36047078200,"Kings County, NY",30406
36005040502,"Bronx County, NY",30394
36005018301,"Bronx County, NY",30392
36047038300,"Kings County, NY",30388
36047057200,"Kings County, NY",30385
36005007500,"Bronx County, NY",30383
36061022900,"Harlem, New York, NY",30368
36005028300,"Bronx County, NY",30362
36047052500,"Kings County, NY",30356
36081018200,"Queens County, NY",30344
36047089000,"Kings County, NY",30343
36081050600,"Queens County, NY",30328
36047042300,"Kings County, NY",30320
36085031902,"Richmond County, NY",30319
36047092000,"Kings County, NY",30307
36005005200,"Bronx County, NY",30306
36005006400,"Bronx County, NY",30300
36047082200,"Kings County, NY",30297
34013018200,"City of Orange, NJ",30289
36047089600,"Kings County, NY",30269
36005012300,"Bronx County, NY",30266
36047032600,"Kings County, NY",30264
36047003900,"Kings County, NY",30262
36085020700,"Richmond County, NY",30221
36047086400,"Kings County, NY",30203
36047123700,"Kings County, NY",30202
36047040500,"Kings County, NY",30192
36047107800,"Kings County, NY",30190
36005025100,"Bronx County, NY",30176
36047052900,"Kings County, NY",30172
36005038200,"Bronx County, NY",30154
34031175802,"Passaic, NJ",30141
36047042500,"Kings County, NY",30128
36047052300,"Kings County, NY",30125
36047039100,"Kings County, NY",30122
36005023301,"Bronx County, NY",30104
36047021300,"Kings County, NY",30088
36047024500,"Kings County, NY",30082
36061022302,"Harlem, New York, NY",30077
36047051001,"Kings County, NY",30068
36059414002,"Roosevelt, NY",30063
34013010500,"East Orange, NJ",30034
34013018300,"City of Orange, NJ",30027
36081017800,"Queens County, NY",30016
36061029900,"Inwood, New York, NY",30012
36047112400,"Kings County, NY",30004
36047032500,"Kings County, NY",29985
36081059200,"Queens County, NY",29967
36005037300,"Bronx County, NY",29890
36081052200,"Queens County, NY",29890
34039039900,"Elizabeth, NJ",29889
34003015300,"Englewood, NJ",29889
36081078800,"Queens County, NY",29887
36005016700,"Bronx County, NY",29874
36047042900,"Kings County, NY",29840
34013002300,"Lower Vailsburg, Newark, NJ",29801
36047004700,"Kings County, NY",29782
36047028900,"Kings County, NY",29752
36047033900,"Kings County, NY",29745
34013009100,"Seventh Avenue, Newark, NJ",29730
36005006100,"Bronx County, NY",29708
34013001100,"University Heights, Newark, NJ",29705
36047034900,"Kings County, NY",29698
36047050600,"Kings County, NY",29685
36005022902,"Bronx County, NY",29666
36005025500,"Bronx County, NY",29662
36005036800,"Bronx County, NY",29650
36005012701,"Bronx County, NY",29630
34013011900,"Irvington, NJ",29534
36047082400,"Kings County, NY",29522
36061012900,"Hell's Kitchen, New York, NY",29521
36005023703,"Bronx County, NY",29510
36005046000,"Bronx County, NY",29498
36081026400,"Queens County, NY",29497
36047086000,"Kings County, NY",29490
36005003500,"Bronx County, NY",29479
36005004600,"Bronx County, NY",29470
36005019700,"Bronx County, NY",29457
34031182900,"Paterson, NJ",29450
36047040100,"Kings County, NY",29449
36081018402,"Queens County, NY",29406
34013002000,"Lower Vailsburg, Newark, NJ",29392
36061016200,"Upper Manhattan, New York, NY",29375
34013012900,"Irvington, NJ",29372
36047094402,"Kings County, NY",29366
36047053900,"Kings County, NY",29346
36047025700,"Kings County, NY",29332
34039031200,"Elizabeth, NJ",29329
36005008500,"Bronx County, NY",29327
34013005700,"South Broad Street, Newark, NJ",29321
34031182200,"Paterson, NJ",29312
36005022901,"Bronx County, NY",29311
36047042700,"Kings County, NY",29287
36005035900,"Bronx County, NY",29280
36005011700,"Bronx County, NY",29266
36119002700,"South Side, Mount Vernon, NY",29234
36005038100,"Bronx County, NY",29230
36005022102,"Bronx County, NY",29229
36081043400,"Queens County, NY",29178
36005012101,"Bronx County, NY",29164
36047091800,"Kings County, NY",29161
36047089400,"Kings County, NY",29149
36059414001,"Roosevelt, NY",29144
36047031701,"Kings County, NY",29143
34017019000,"Hoboken, NJ",29108
36047051002,"Kings County, NY",29090
36061022301,"Harlem, New York, NY",29076
36061017200,"East Harlem, New York, NY",29072
36081028800,"Queens County, NY",29057
36061023700,"Harlem, New York, NY",29044
34031175302,"Passaic, NJ",29042
36061008300,"Midtown, New York, NY",28980
36047022100,"Kings County, NY",28923
36047081800,"Kings County, NY",28920
36047054500,"Kings County, NY",28919
36047039500,"Kings County, NY",28875
36005013100,"Bronx County, NY",28870
34017007800,"Historic Downtown, Jersey City, NJ",28866
34013018600,"City of Orange, NJ",28865
36005013300,"Bronx County, NY",28857
36059406900,"Hempstead, NY",28837
34031175402,"Passaic, NJ",28814
34013011400,"East Orange, NJ",28813
36047027100,"Kings County, NY",28810
34013000700,"Lower Roseville, Newark, NJ",28807
34017006500,"Historic Downtown, Jersey City, NJ",28793
36005036501,"Bronx County, NY",28787
36061018900,"Upper West Side, New York, NY",28775
34039038800,"Plainfield, NJ",28774
36119002800,"South Side, Mount Vernon, NY",28773
36005018102,"Bronx County, NY",28772
36061022700,"Harlem, New York, NY",28762
36005018101,"Bronx County, NY",28758
36081019600,"Queens County, NY",28753
34013011500,"East Orange, NJ",28749
36005014400,"Bronx County, NY",28746
34013012500,"Irvington, NJ",28733
36047103400,"Kings County, NY",28730
36047111800,"Kings County, NY",28720
36047054700,"Kings County, NY",28713
36005004400,"Bronx County, NY",28709
36047035900,"Kings County, NY",28691
36005024502,"Bronx County, NY",28640
36005021302,"Bronx County, NY",28633
36061016600,"East Harlem, New York, NY",28620
36061019200,"East Harlem, New York, NY",28617
36005037100,"Bronx County, NY",28591
36047041700,"Kings County, NY",28584
36047012700,"Kings County, NY",28583
36005036100,"Bronx County, NY",28569
36005033600,"Bronx County, NY",28568
36061023600,"Harlem, New York, NY",28566
36005025300,"Bronx County, NY",28556
36061017800,"East Harlem, New York, NY",28526
36047029700,"Kings County, NY",28500
36047036501,"Kings County, NY",28499
36005026300,"Bronx County, NY",28484
36047079602,"Kings County, NY",28464
36005003900,"Bronx County, NY",28438
36085000700,"Richmond County, NY",28428
36047111600,"Kings County, NY",28412
36081052000,"Queens County, NY",28374
36047090000,"Kings County, NY",28367
36047028700,"Kings County, NY",28365
36005020900,"Bronx County, NY",28325
36047034100,"Kings County, NY",28320
36005017701,"Bronx County, NY",28320
36005004200,"Bronx County, NY",28319
36061017401,"East Harlem, New York, NY",28301
34013008800,"Seventh Avenue, Newark, NJ",28275
36047091600,"Kings County, NY",28254
36005007100,"Bronx County, NY",28247
36081103201,"Queens County, NY",28242
36005018900,"Bronx County, NY",28212
36047081400,"Kings County, NY",28211
36005023302,"Bronx County, NY",28186
36061023501,"Harlem, New York, NY",28177
36005009300,"Bronx County, NY",28176
34013018100,"City of Orange, NJ",28176
36081018401,"Queens County, NY",28173
36047079200,"Kings County, NY",28165
36081028000,"Queens County, NY",28142
36061016400,"East Harlem, New York, NY",28108
34013009900,"East Orange, NJ",28094
36061021200,"Upper Manhattan, New York, NY",28086
36047053700,"Kings County, NY",28085
36047039900,"Kings County, NY",28071
36047035300,"Kings County, NY",28064
36047053100,"Kings County, NY",28063
36061002202,"Alphabet City, New York, NY",28062
36061023300,"Harlem, New York, NY",28058
34013012600,"Irvington, NJ",28052
36005036901,"Bronx County, NY",28046
36047036900,"Kings County, NY",27997
34013010300,"East Orange, NJ",27983
36005020501,"Bronx County, NY",27943
36047083000,"Kings County, NY",27931
36005021700,"Bronx County, NY",27907
36005016100,"Bronx County, NY",27900
36047035500,"Kings County, NY",27895
36047043100,"Kings County, NY",27862
36005008900,"Bronx County, NY",27857
34039030200,"Elizabeth, NJ",27847
36047026700,"Kings County, NY",27820
36119003100,"South Side, Mount Vernon, NY",27818
34031182302,"Paterson, NJ",27797
36047019100,"Kings County, NY",27797
36005020100,"Bronx County, NY",27773
36005023502,"Bronx County, NY",27755
36005011900,"Bronx County, NY",27753
36061023900,"Upper Manhattan, New York, NY",27746
36005037400,"Bronx County, NY",27739
34031175200,"Passaic, NJ",27731
36005015900,"Bronx County, NY",27721
34013004500,"Weequahic, Newark, NJ",27708
36005036400,"Bronx County, NY",27704
36047022900,"Kings County, NY",27697
36005040304,"Bronx County, NY",27679
36047113000,"Kings County, NY",27675
36005015500,"Bronx County, NY",27666
36061022102,"Harlem, New York, NY",27663
36047116600,"Kings County, NY",27644
36005021502,"Bronx County, NY",27643
36047112600,"Kings County, NY",27635
36081044000,"Queens County, NY",27604
36081097204,"Queens County, NY",27598
36005022702,"Bronx County, NY",27597
36047079802,"Kings County, NY",27597
36047017900,"Kings County, NY",27592
36005017901,"Bronx County, NY",27590
36005006500,"Bronx County, NY",27573
36005019900,"Bronx County, NY",27563
36081027200,"Queens County, NY",27525
36061021900,"Harlem, New York, NY",27523
36005037600,"Bronx County, NY",27516
36061020901,"Harlem, New York, NY",27495
36005024501,"Bronx County, NY",27490
36061024900,"Upper Manhattan, New York, NY",27480
36047039700,"Kings County, NY",27467
36005045800,"Bronx County, NY",27451
36059407000,"Hempstead, NY",27379
34013011600,"East Orange, NJ",27365
36005037900,"Bronx County, NY",27365
36005008600,"Bronx County, NY",27361
36047025300,"Kings County, NY",27321
36047034000,"Kings County, NY",27301
36047116000,"Kings County, NY",27296
36047024900,"Kings County, NY",27286
36061015602,"Upper Manhattan, New York, NY",27267
36061018000,"East Harlem, New York, NY",27252
36047040300,"Kings County, NY",27232
36061018400,"Upper Manhattan, New York, NY",27215
36047115200,"Kings County, NY",27200
36119003200,"South Side, Mount Vernon, NY",27186
36047111000,"Kings County, NY",27171
36047089200,"Kings County, NY",27162
36005036502,"Bronx County, NY",27162
36047031100,"Kings County, NY",27154
36047110400,"Kings County, NY",27143
36005038301,"Bronx County, NY",27113
36005007300,"Bronx County, NY",27113
36047029100,"Kings County, NY",27096
36047007100,"Kings County, NY",27065
36047110600,"Kings County, NY",27044
34013018400,"City of Orange, NJ",27043
36005024700,"Bronx County, NY",27028
36047037100,"Kings County, NY",27021
36047034200,"Kings County, NY",27005
36047041300,"Kings County, NY",26981
36047037500,"Kings County, NY",26975
34013011300,"East Orange, NJ",26940
36047116200,"Kings County, NY",26919
36047048900,"Kings County, NY",26902
36047036502,"Kings County, NY",26901
36047031300,"Kings County, NY",26900
36005036300,"Bronx County, NY",26890
36047038900,"Kings County, NY",26861
36047026300,"Kings County, NY",26859
34039030400,"Elizabeth, NJ",26847
36005019300,"Bronx County, NY",26812
36047092400,"Kings County, NY",26797
36005002500,"Bronx County, NY",26792
36005007700,"Bronx County, NY",26784
36005018302,"Bronx County, NY",26781
36005005001,"Bronx County, NY",26769
34013006700,"South Broad Street, Newark, NJ",26767
36081025400,"Queens County, NY",26759
36005008300,"Bronx County, NY",26759
36005011502,"Bronx County, NY",26749
36005021501,"Bronx County, NY",26739
34013005300,"Upper Clinton Hill, Newark, NJ",26687
36081027600,"Queens County, NY",26684
36047044900,"Kings County, NY",26682
36047042100,"Kings County, NY",26663
36005007900,"Bronx County, NY",26652
36085002900,"Richmond County, NY",26613
34013005200,"Upper Clinton Hill, Newark, NJ",26583
36047032300,"Kings County, NY",26582
34013013100,"Irvington, NJ",26547
36005015700,"Bronx County, NY",26540
36047030100,"Kings County, NY",26495
36005022500,"Bronx County, NY",26477
36005039300,"Bronx County, NY",26476
36119003300,"South Side, Mount Vernon, NY",26444
36005001900,"Bronx County, NY",26435
36005017300,"Bronx County, NY",26426
36005022701,"Bronx County, NY",26424
36047026100,"Kings County, NY",26401
36047112800,"Kings County, NY",26378
36005023702,"Bronx County, NY",26375
36047020300,"Kings County, NY",26369
36005037504,"Bronx County, NY",26329
36005017702,"Bronx County, NY",26314
34017004600,"Bergen/Lafayette, Jersey City, NJ",26312
34013004700,"Weequahic, Newark, NJ",26305
36005003700,"Bronx County, NY",26297
36005022300,"Bronx County, NY",26261
34013009600,"North Broadway, Newark, NJ",26236
34013002500,"Lower Vailsburg, Newark, NJ",26223
36005017902,"Bronx County, NY",26220
36047037900,"Kings County, NY",26212
36005004100,"Bronx County, NY",26197
36047026900,"Kings County, NY",26189
36047029900,"Kings County, NY",26142
36061018200,"East Harlem, New York, NY",26128
36061021303,"Upper Manhattan, New York, NY",26116
34017004500,"Bergen/Lafayette, Jersey City, NJ",26102
36047027300,"Kings County, NY",26031
36047037700,"Kings County, NY",26021
34013004600,"Weequahic, Newark, NJ",25984
36005039500,"Bronx County, NY",25938
34013008900,"Seventh Avenue, Newark, NJ",25927
34013004200,"Upper Clinton Hill, Newark, NJ",25915
34013010400,"East Orange, NJ",25892
36005012901,"Bronx County, NY",25832
36061020600,"East Harlem, New York, NY",25832
36047025100,"Kings County, NY",25828
36005006900,"Bronx County, NY",25808
36005014100,"Bronx County, NY",25800
36005015100,"Bronx County, NY",25796
36005023704,"Bronx County, NY",25793
36005038302,"Bronx County, NY",25793
36005016500,"Bronx County, NY",25751
34013004100,"Upper Clinton Hill, Newark, NJ",25728
36047025902,"Kings County, NY",25721
34013001600,"Fairmount, Newark, NJ",25676
34013008100,"Central Business District, Newark, NJ",25665
34017004300,"Bergen/Lafayette, Jersey City, NJ",25655
34013011100,"East Orange, NJ",25650
36047037300,"Kings County, NY",25650
36061021000,"East Harlem, New York, NY",25649
34013013300,"Irvington, NJ",25636
34017004102,"McGinley Square, Jersey City, NJ",25627
36047122000,"Kings County, NY",25619
36005018500,"Bronx County, NY",25588
36047121400,"Kings County, NY",25578
36085013301,"Richmond County, NY",25553
34013022900,"University Heights, Newark, NJ",25550
36081043200,"Queens County, NY",25548
34013010700,"East Orange, NJ",25535
36005024300,"Bronx County, NY",25520
36081008700,"Queens County, NY",25490
36047005300,"Kings County, NY",25465
36047022700,"Kings County, NY",25448
34013005100,"Weequahic, Newark, NJ",25435
36047053500,"Kings County, NY",25405
36061023100,"Harlem, New York, NY",25393
34031264200,"Paterson, NJ",25337
36047031500,"Kings County, NY",25329
36061019000,"Harlem, New York, NY",25310
36081025800,"Queens County, NY",25252
36047026500,"Kings County, NY",25249
36081097202,"Queens County, NY",25219
36047029500,"Kings County, NY",25216
36061018800,"Upper Manhattan, New York, NY",25214
36119002900,"South Side, Mount Vernon, NY",25185
34013004400,"Weequahic, Newark, NJ",25179
36047023300,"Kings County, NY",25177
36061024200,"East Harlem, New York, NY",25154
36081027800,"Queens County, NY",25153
34031181300,"Paterson, NJ",25127
34013004900,"Weequahic, Newark, NJ",25118
34013000900,"Lower Roseville, Newark, NJ",25108
36047030700,"Kings County, NY",25062
36047027500,"Kings County, NY",25058
36081026000,"Queens County, NY",25032
36005006700,"Bronx County, NY",25030
34017005801,"Greenville, Jersey City, NJ",25015
36061018600,"Harlem, New York, NY",24994
34013010900,"East Orange, NJ",24974
34013010600,"East Orange, NJ",24972
36005023900,"Bronx County, NY",24961
34013001700,"Fairmount, Newark, NJ",24949
34017006700,"Bergen/Lafayette, Jersey City, NJ",24928
36047038100,"Kings County, NY",24875
36061019600,"East Harlem, New York, NY",24871
36047041100,"Kings County, NY",24867
36005006200,"Bronx County, NY",24816
34013002800,"West Side, Newark, NJ",24816
36005012102,"Bronx County, NY",24806
36061020000,"Upper Manhattan, New York, NY",24796
36005017500,"Bronx County, NY",24779
34017006800,"Bergen/Lafayette, Jersey City, NJ",24728
36061022400,"Harlem, New York, NY",24717
34013010800,"East Orange, NJ",24690
36047027900,"Kings County, NY",24684
34013011200,"East Orange, NJ",24666
36005002000,"Bronx County, NY",24650
36047003500,"Kings County, NY",24647
36061023400,"Harlem, New York, NY",24609
36061020800,"Harlem, New York, NY",24609
36061025900,"Harlem, New York, NY",24603
36061022800,"Harlem, New York, NY",24579
36047035700,"Kings County, NY",24578
36047053300,"Kings County, NY",24549
36081002500,"Queens County, NY",24548
34017004400,"Bergen/Lafayette, Jersey City, NJ",24544
36061019400,"East Harlem, New York, NY",24528
36005002702,"Bronx County, NY",24528
36047113400,"Kings County, NY",24527
36061021400,"Upper Manhattan, New York, NY",24521
36061020102,"Harlem, New York, NY",24521
36005021100,"Bronx County, NY",24499
36047098200,"Kings County, NY",24472
34031183200,"Paterson, NJ",24471
36061024301,"Upper Manhattan, New York, NY",24446
36005006000,"Bronx County, NY",24428
36005021301,"Bronx County, NY",24356
36005002300,"Bronx County, NY",24355
34013002400,"Lower Vailsburg, Newark, NJ",24347
36047034700,"Kings County, NY",24329
34013023100,"West Side, Newark, NJ",24329
36047020500,"Kings County, NY",24325
36047008500,"Kings County, NY",24320
34013009200,"Mount Pleasant/Lower Broadway, Newark, NJ",24289
34013003100,"Springfield/Belmont, Newark, NJ",24272
34013005000,"South Broad Street, Newark, NJ",24196
36047025901,"Kings County, NY",24172
34017005500,"Greenville, Jersey City, NJ",24169
34031182301,"Paterson, NJ",24168
36061023000,"Harlem, New York, NY",24153
36047036300,"Kings County, NY",24134
36005005300,"Bronx County, NY",24114
36047091200,"Kings County, NY",24061
36005036902,"Bronx County, NY",24055
36047090600,"Kings County, NY",24034
36061017402,"East Harlem, New York, NY",23967
